Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Vickers Hardness 100g,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, Ag2O, Tl2O, BeO, MnO, CuO, ZnO, SrO, CdO, PbO, SnO, Cr2O3, Fe2O3, Ga2O3, As2O3, Y2O3, Sb2O3, La2O3, Gd2O3, Bi2O3, Sc2O3, TiO2, GeO2, ZrO2, CeO2, SnO2, SeO2, TeO2, P2O5, V2O5, Nb2O5, Ta2O5, HfO2, Nb2O3, SO3, WO3, GeS2, OH, Sm2O3, Eu2O3, Tb2O3, Dy2O3, Er2O3, Yb2O3, Lu2O3, Pr2O3, R2O, RO, MgF2, CaF2, SrF2, AlF3, NdF3, KCl, SrCl2, ZnCl2, CdCl2, PbCl2, KBr, KI, CsI, Li, B, N, O, Mg, Al, Si, P, S, Cl, Ca, Ti, Fe, Co, Ni, Cu, Zn, Ga, Ge, Sr, Y, Zr, Ag, Sb, Te, Ba, La, Ce, Pr, Nd, Sm, Eu, Gd, Tb, Dy, Ho, Er, Tm, Yb, Lu, Hf, W, Re, Sr(PO3)2, Ga2S3, Sb2S3, Ga2Se3, GeSe2, In2S3, AlN, ZrO2-SiO2, Vickers Hardness 100g ( MPa )
50, GB02-003453, Handbook of Glass Properties, 1986, v. 001  p. 0349, 71.43, , , , , 14.29, , 14.29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4822.0
51, GB02-003454, Handbook of Glass Properties, 1986, v. 001  p. 0349, 55.56, , , , , , , 11.11, , , , , , , , 33.33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5851.0
52, GB02-003455, Handbook of Glass Properties, 1986, v. 001  p. 0349, 58.82, , , , , , , 11.76, , , , , , , , 29.41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5723.0
53, GB02-003456, Handbook of Glass Properties, 1986, v. 001  p. 0349, 62.5, , , , , , , 12.5, , , , , , , , 25.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5586.0
54, GB02-003457, Handbook of Glass Properties, 1986, v. 001  p. 0349, 66.67, , , , , , , 13.33, , , , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5390.0
55, GB02-003458, Handbook of Glass Properties, 1986, v. 001  p. 0349, 71.43, , , , , , , 14.29, , , , , , , , 14.29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5106.0
56, GB02-003459, Handbook of Glass Properties, 1986, v. 001  p. 0349, 76.92, , , , , , , 15.38, , , , , , , , 7.69, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4724.0
57, GB02-003460, Handbook of Glass Properties, 1986, v. 001  p. 0349, 56.0, , , , 30.0, , , 14.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5586.0
58, GB02-003461, Handbook of Glass Properties, 1986, v. 001  p. 0349, 58.0, , , , 27.5, , , 14.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5635.0
59, GB02-003462, Handbook of Glass Properties, 1986, v. 001  p. 0349, 60.0, , , , 25.0, , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5762.0
60, GB02-003463, Handbook of Glass Properties, 1986, v. 001  p. 0349, 64.0, , , , 20.0, , , 16.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5821.0
61, GB02-003464, Handbook of Glass Properties, 1986, v. 001  p. 0349, 68.0, , , , 15.0, , , 17.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5909.0
62, GB02-003465, Handbook of Glass Properties, 1986, v. 001  p. 0349, 70.0, , , , 5.0, , , 25.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4773.0
63, GB02-003466, Handbook of Glass Properties, 1986, v. 001  p. 0349, 70.4, , , , 10.0, , , 19.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5429.0
64, GB02-003467, Handbook of Glass Properties, 1986, v. 001  p. 0349, 70.0, , , , 12.5, , , 17.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5713.0
65, GB02-003468, Handbook of Glass Properties, 1986, v. 001  p. 0349, 70.0, , , , 15.0, , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5929.0
66, GB02-003469, Handbook of Glass Properties, 1986, v. 001  p. 0349, 69.9, , , , 20.0, , , 10.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6076.0
67, GB02-003470, Handbook of Glass Properties, 1986, v. 001  p. 0349, 72.0, , , , 10.0, , , 18.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5508.0
68, GB02-003471, Handbook of Glass Properties, 1986, v. 001  p. 0349, 76.0, , , , 5.0, , , 19.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4910.0
69, GB02-003511, Handbook of Glass Properties, 1986, v. 001  p. 0357, 70.0, , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6958.0
70, GB02-003512, Handbook of Glass Properties, 1986, v. 001  p. 0357, 72.5, , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , 7.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6635.0
71, GB02-003513, Handbook of Glass Properties, 1986, v. 001  p. 0357, 75.0, , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , 5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6252.0
72, GB02-003514, Handbook of Glass Properties, 1986, v. 001  p. 0357, 77.5, , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , 2.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6027.0
73, GB02-003515, Handbook of Glass Properties, 1986, v. 001  p. 0357, 80.0, , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5635.0
74, GB02-003562, Handbook of Glass Properties, 1986, v. 001  p. 0354, 62.0, , 10.0, , , , , 28.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4943.0
75, GB02-003563, Handbook of Glass Properties, 1986, v. 001  p. 0354, 62.0, , 15.0, , , , , 23.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4797.0
76, GB02-003564, Handbook of Glass Properties, 1986, v. 001  p. 0354, 62.0, , 19.0, , , , , 19.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4700.0
77, GB02-003565, Handbook of Glass Properties, 1986, v. 001  p. 0354, 62.0, , 20.5, , , , , 17.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4839.0
78, GB02-003566, Handbook of Glass Properties, 1986, v. 001  p. 0354, 62.0, , 22.0, , , , , 16.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4956.0
79, GB02-003600, Handbook of Glass Properties, 1986, v. 001  p. 0359, 69.0, , , , , , , 29.7, , , , , , , , , , , , , , , , , , , , , , , , 1.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5684.0
80, GB02-003601, Handbook of Glass Properties, 1986, v. 001  p. 0359, 69.9, , , , , , , 27.6, , , , , , , , , , , , , , , , , , , , , , , , 2.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5782.0
81, GB02-003602, Handbook of Glass Properties, 1986, v. 001  p. 0359, 70.8, , , , , , , 25.4, , , , , , , , , , , , , , , , , , , , , , , , 3.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5958.0
82, GB02-003603, Handbook of Glass Properties, 1986, v. 001  p. 0359, 71.7, , , , , , , 23.2, , , , , , , , , , , , , , , , , , , , , , , , 5.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6076.0
83, GB02-003604, Handbook of Glass Properties, 1986, v. 001  p. 0359, 83.9, , , , , , , 14.8, , , , , , , , , , , , , , , , , , , , , , , , 1.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5243.0
84, GB02-003605, Handbook of Glass Properties, 1986, v. 001  p. 0359, 81.0, , , , , , , 15.2, , , , , , , , , , , , , , , , , , , , , , , , 3.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5684.0
85, GB02-003606, Handbook of Glass Properties, 1986, v. 001  p. 0359, 77.8, , , , , , , 15.6, , , , , , , , , , , , , , , , , , , , , , , , 6.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6125.0
86, GB02-003607, Handbook of Glass Properties, 1986, v. 001  p. 0359, 74.6, , , , , , , 16.0, , , , , , , , , , , , , , , , , , , , , , , , 9.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6468.0
87, GB02-003608, Handbook of Glass Properties, 1986, v. 001  p. 0359, 71.0, , , , , , , 16.5, , , , , , , , , , , , , , , , , , , , , , , , 12.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7056.0
88, GB02-003609, Handbook of Glass Properties, 1986, v. 001  p. 0359, 65.6, , , , , , , 26.4, , , , , , , , , , , , , , , , , , , , , , , , 8.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5194.0
89, GB02-003610, Handbook of Glass Properties, 1986, v. 001  p. 0359, 60.2, , , , , , , 31.8, , , , , , , , , , , , , , , , , , , , , , , , 8.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5047.0
90, GB02-003611, Handbook of Glass Properties, 1986, v. 001  p. 0359, 54.8, , , , , , , 37.2, , , , , , , , , , , , , , , , , , , , , , , , 8.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4949.0
91, GB02-003612, Handbook of Glass Properties, 1986, v. 001  p. 0359, 52.2, , , , , , , 39.8, , , , , , , , , , , , , , , , , , , , , , , , 8.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4890.0
92, GB02-003613, Handbook of Glass Properties, 1986, v. 001  p. 0359, 73.5, , , , , , , 18.5, , , , , , , , , , , , , , , , , , , , , , , , 8.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 6223.0
93, GB02-003628, Handbook of Glass Properties, 1986, v. 001  p. 0348, 53.2, , , 24.8, , , , 22.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4822.0
94, GB02-003629, Handbook of Glass Properties, 1986, v. 001  p. 0348, 56.6, , , 21.4, , , , 22.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4733.0
95, GB02-003630, Handbook of Glass Properties, 1986, v. 001  p. 0348, 58.1, , , 19.9, , , , 22.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4694.0
96, GB02-003631, Handbook of Glass Properties, 1986, v. 001  p. 0348, 60.3, , , 17.7, , , , 22.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4586.0
97, GB02-003632, Handbook of Glass Properties, 1986, v. 001  p. 0348, 62.7, , , 15.3, , , , 22.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4518.0
98, GB02-003633, Handbook of Glass Properties, 1986, v. 001  p. 0348, 64.9, , , 13.1, , , , 22.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4479.0
99, GB02-003634, Handbook of Glass Properties, 1986, v. 001  p. 0348, 53.5, , , 30.5, , , , 16.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5361.0
100, GB02-003635, Handbook of Glass Properties, 1986, v. 001  p. 0348, 56.0, , , 28.0, , , , 16.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5272.0
101, GB02-003636, Handbook of Glass Properties, 1986, v. 001  p. 0348, 58.3, , , 25.7, , , , 16.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5174.0
102, GB02-003637, Handbook of Glass Properties, 1986, v. 001  p. 0348, 61.5, , , 22.5, , , , 16.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4920.0
103, GB02-003638, Handbook of Glass Properties, 1986, v. 001  p. 0348, 65.0, , , 19.0, , , , 16.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4831.0
104, GB02-003639, Handbook of Glass Properties, 1986, v. 001  p. 0348, 69.2, , , 14.8, , , , 16.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4871.0
105, GB02-003640, Handbook of Glass Properties, 1986, v. 001  p. 0347, 54.7, , , 34.3, , , , 11.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5488.0
106, GB02-003641, Handbook of Glass Properties, 1986, v. 001  p. 0347, 59.4, , , 29.6, , , , 11.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5312.0
107, GB02-003642, Handbook of Glass Properties, 1986, v. 001  p. 0347, 65.0, , , 24.0, , , , 11.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5312.0
108, GB02-003643, Handbook of Glass Properties, 1986, v. 001  p. 0347, 71.8, , , 17.2, , , , 11.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5302.0
109, GB02-003644, Handbook of Glass Properties, 1986, v. 001  p. 0347, 78.0, , , 11.0, , , , 11.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5468.0
110, GB02-003645, Handbook of Glass Properties, 1986, v. 001  p. 0347, 57.0, , , 16.0, , , , 27.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4194.0
111, GB02-003646, Handbook of Glass Properties, 1986, v. 001  p. 0347, 57.0, , , 19.8, , , , 23.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4361.0
112, GB02-003647, Handbook of Glass Properties, 1986, v. 001  p. 0347, 57.0, , , 20.8, , , , 22.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4479.0
113, GB02-003648, Handbook of Glass Properties, 1986, v. 001  p. 0347, 57.0, , , 21.5, , , , 21.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4626.0
114, GB02-003649, Handbook of Glass Properties, 1986, v. 001  p. 0347, 57.0, , , 25.1, , , , 17.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5145.0
115, GB02-003650, Handbook of Glass Properties, 1986, v. 001  p. 0347, 57.0, , , 25.8, , , , 17.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5243.0
116, GB02-003651, Handbook of Glass Properties, 1986, v. 001  p. 0347, 57.0, , , 32.4, , , , 10.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5606.0
117, GB02-003652, Handbook of Glass Properties, 1986, v. 001  p. 0347, 65.0, , , 9.2, , , , 25.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4577.0
118, GB02-003653, Handbook of Glass Properties, 1986, v. 001  p. 0347, 65.0, , , 13.1, , , , 21.9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4606.0
119, GB02-003654, Handbook of Glass Properties, 1986, v. 001  p. 0347, 65.0, , , 18.4, , , , 16.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4724.0
120, GB02-003655, Handbook of Glass Properties, 1986, v. 001  p. 0347, 65.0, , , 21.8, , , , 13.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4978.0
121, GB02-003656, Handbook of Glass Properties, 1986, v. 001  p. 0347, 65.0, , , 23.3, , , , 11.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5263.0
122, GB02-003657, Handbook of Glass Properties, 1986, v. 001  p. 0347, 65.0, , , 23.7, , , , 11.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5282.0
123, GB02-003658, Handbook of Glass Properties, 1986, v. 001  p. 0347, 70.0, , , 11.2, , , , 18.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5223.0
124, GB02-003659, Handbook of Glass Properties, 1986, v. 001  p. 0347, 70.0, , , 15.0, , , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 5331.0
