Search Condition
State,Not Specified
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Density,,,,Common,,
OR,Young's Modulus,,,,Common,,
OR,Vickers Hardness,,,,Common,,
OR,Fracture Toughness,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,350000,500000
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, Thermal Treatment, Bulk Density ( g/cm3 ), Density (Miscell) ( g/cm3 ), Density at RT ( g/cm3 ), Young's Modulus (Miscell) ( GPa ), Young's Modulus at <0C ( GPa ), Young's Modulus at RT ( GPa ), Fracture Toughness ( MPa.m1/2 ), Vickers Hardness (Typical) ( MPa ), Vickers Hardness 50g ( MPa ), Vickers Hardness 100g ( MPa ), Vickers Hardness 200g ( MPa ), Vickers Hardness 500g ( MPa ), Vickers Hardness (Miscell) ( MPa )
14161, GP02-386415, European Patent    Corning Inc. (US), 2016, AW210244, , , , 2.434, , , 76.32, , , , , , , 
14162, GP02-386416, European Patent    Corning Inc. (US), 2016, AW210244, , , , 2.439, , , 76.6, , , , , , , 
14163, GP02-386417, European Patent    Corning Inc. (US), 2016, AW210244, , , , 2.424, , , 77.01, , , , , , , 
14164, GP02-386418, European Patent    Corning Inc. (US), 2016, AW210244, , , , 2.431, , , 78.05, , , , , , , 
14165, GP02-386419, European Patent    Corning Inc. (US), 2016, AW210244, , , , 2.389, , , , , , , , , , 
14166, GP02-386420, European Patent    Corning Inc. (US), 2016, AW210244, , , , 2.413, , , , , , , , , , 
14167, GJ10-386469, Optical Materials, 2018, v. 075  p. 0357, annealed at 350C for 8h., , , 4.125, , , , , , , , , , 
14168, GJ28-386475, Optical Materials, 2018, v. 075  p. 0367, , , , 5.135, , , , , , , , , , 
14169, GJ28-386476, Optical Materials, 2018, v. 075  p. 0367, , , , 5.158, , , , , , , , , , 
14170, GJ10-386499, Optical Materials, 2018, v. 076  p. 0174, annealed at Tg in 4%H2-N2 for 10h., , , 6.15, , , , , , , , , , 
14171, GJ40-386500, Optical Materials, 2018, v. 076  p. 0174, annealed at Tg in 4%H2-N2 for 10h., , , 6.7, , , , , , , , , , 
14172, GJ40-386501, Optical Materials, 2018, v. 076  p. 0174, annealed at Tg in 4%H2-N2 for 10h., , , 7.13, , , , , , , , , , 
14173, GJ10-386508, Optical Materials, 2018, v. 076  p. 0253, annealed at 720C, , , 3.125, , , , , , , , , , 
14174, GJ10-386509, Optical Materials, 2018, v. 076  p. 0253, annealed at 720C, , , 2.955, , , , , , , , , , 
14175, GJ10-386510, Optical Materials, 2018, v. 076  p. 0253, annealed at 720C, , , 3.034, , , , , , , , , , 
14176, GJ10-386511, Optical Materials, 2018, v. 076  p. 0253, annealed at 720C, , , 3.382, , , , , , , , , , 
14177, GJ60-386522, Optical Materials, 2018, v. 077  p. 0117, annealed near Tg for 3h., , , 4.52, , , , , , , , , , 
14178, GJ60-386523, Optical Materials, 2018, v. 077  p. 0117, annealed near Tg for 3h., , , 4.4, , , , , , , , , , 
14179, GJ20-386527, Optical Materials, 2018, v. 077  p. 0178, annealed at 350C., , , 3.495, , , , , , , , , , 
14180, GJ20-386528, Optical Materials, 2018, v. 077  p. 0178, annealed at 350C., , , 3.619, , , , , , , , , , 
14181, GJ20-386529, Optical Materials, 2018, v. 077  p. 0178, annealed at 350C., , , 3.76, , , , , , , , , , 
14182, GJ20-386530, Optical Materials, 2018, v. 077  p. 0178, annealed at 350C., , , 3.972, , , , , , , , , , 
14183, GJ20-386531, Optical Materials, 2018, v. 077  p. 0178, annealed at 350C., , , 4.124, , , , , , , , , , 
14184, GJ20-386532, Optical Materials, 2018, v. 078  p. 0063, , , , 3.891, , , , , , , , , , 
14185, GJ20-386533, Optical Materials, 2018, v. 078  p. 0063, , , , 3.924, , , , , , , , , , 
14186, GJ20-386534, Optical Materials, 2018, v. 078  p. 0063, , , , 3.952, , , , , , , , , , 
14187, GJ20-386535, Optical Materials, 2018, v. 078  p. 0063, , , , 3.975, , , , , , , , , , 
14188, GJ20-386536, Optical Materials, 2018, v. 078  p. 0063, , , , 4.012, , , , , , , , , , 
14189, GJ28-386537, Optical Materials, 2018, v. 078  p. 0072, annealed at 320C for 2h., , , 6.113, , , , , , , , , , 
14190, XJ28-386538, Optical Materials, 2018, v. 078  p. 0072, annealed at 320C for 2h.  350C 2h, , , 6.12, , , , , , , , , , 
14191, GJ20-386567, Int. J. Applied Glass Science, 2018, v. 009  p. 0333, annealed at 200C for 12h., , , 2.43, , , , , , , , , , 
14192, GJ20-386568, Int. J. Applied Glass Science, 2018, v. 009  p. 0333, annealed at 200C for 12h., , , 2.44, , , , , , , , , , 
14193, GJ20-386569, Int. J. Applied Glass Science, 2018, v. 009  p. 0333, annealed at 200C for 12h., , , 2.45, , , , , , , , , , 
14194, GJ20-386570, Int. J. Applied Glass Science, 2018, v. 009  p. 0333, annealed at 200C for 12h., , , 2.46, , , , , , , , , , 
14195, GJ20-386571, Int. J. Applied Glass Science, 2018, v. 009  p. 0333, annealed at 200C for 12h., , , 2.48, , , , , , , , , , 
14196, GJ10-386575, Int. J. Applied Glass Science, 2018, v. 009  p. 0428, annealed at 550C for 3h., , , 2.68, , , , , , , , , , 
14197, GJ10-386576, Int. J. Applied Glass Science, 2018, v. 009  p. 0428, annealed at 550C for 3h., , , 2.68, , , , , , , , , , 
14198, GJ10-386577, Int. J. Applied Glass Science, 2018, v. 009  p. 0428, annealed at 550C for 3h., , , 2.69, , , , , , , , , , 
14199, GJ10-386578, Int. J. Applied Glass Science, 2018, v. 009  p. 0428, annealed at 550C for 3h., , , 2.69, , , , , , , , , , 
14200, GJ10-386579, Int. J. Applied Glass Science, 2018, v. 009  p. 0428, annealed at 550C for 3h., , , 2.7, , , , , , , , , , 
14201, GJ10-386580, Int. J. Applied Glass Science, 2018, v. 009  p. 0428, annealed at 550C for 3h., , , 2.73, , , , , , , , , , 
14202, GJ50-386585, Optical Letters, 2018, v. 043  p. 0387, , , , 5.083, , , , , , , , , , 
14203, GJ50-386586, Optical Letters, 2018, v. 043  p. 0387, , , , 5.345, , , , , , , , , , 
14204, GJ38-386612, Solid State Ionics, 2018, v. 317  p. 0076, annealed at Tg-50C., , , 2.313, , , , , 6730.0, , , , , 6730.0
14205, GJ38-386613, Solid State Ionics, 2018, v. 317  p. 0076, annealed at Tg-50C., , , 2.423, , , , , 6450.0, , , , , 6450.0
14206, GJ38-386614, Solid State Ionics, 2018, v. 317  p. 0076, annealed at Tg-50C., , , 2.506, , , , , 6280.0, , , , , 6280.0
14207, GJ38-386615, Solid State Ionics, 2018, v. 317  p. 0076, annealed at Tg-50C., , , 2.621, , , , , 6270.0, , , , , 6270.0
14208, GJ38-386616, Solid State Ionics, 2018, v. 317  p. 0076, annealed at Tg-50C., , , 2.738, , , , , 6120.0, , , , , 6120.0
14209, CJ10-386632, Solid State Ionics, 2018, v. 322  p. 0093, sintered at 900C for 2h., 2.71, , , , , , , , , , , , 
14210, CJ10-386633, Solid State Ionics, 2018, v. 322  p. 0093, sintered at 900C for 2h., 2.74, , , , , , , , , , , , 
14211, GJ20-386636, Solid State Ionics, 2018, v. 325  p. 0157, , , , 2.61, , , , , , , , , , 
14212, GJ20-386637, Solid State Ionics, 2018, v. 325  p. 0157, , , , 2.6, , , , , , , , , , 
14213, GJ38-386638, Solid State Ionics, 2018, v. 325  p. 0157, , , , 2.55, , , , , , , , , , 
14214, GJ02-386639, Solid State Ionics, 2018, v. 325  p. 0157, , , , 2.57, , , , , , , , , , 
14215, CJ10-386645, J. Solid State Chemistry, 2018, v. 265  p. 0381, sintered at 900C, 2.78, , , , , , , , , , , , 
14216, XJ40-386656, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 0056, 780C under N2 or air., 4.0, , , , , , , , , , , , 
14217, XJ40-386657, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 0056, 900C under N2 or air., 4.14, , , , , , , , , , , , 
14218, GJ20-386660, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 0968, , , , 2.796, , , , , , , , , , 
14219, GJ80-386661, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 0968, , , , 2.774, , , , , , , , , , 
14220, GJ20-386662, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 0968, , , , 2.649, , , , , , , , , , 
14221, GJ80-386663, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 0968, , , , 2.725, , , , , , , , , , 
14222, XJ20-386664, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 0968, 450C 4h, , , 2.582, , , , , , , , , , 
14223, XJ20-386665, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 0968, 450C 4h, , , 2.936, , , , , , , , , , 
14224, XJ80-386666, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 0968, 450C 4h, , , 2.893, , , , , , , , , , 
14225, XJ80-386667, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 0968, 450C 4h, , , 2.929, , , , , , , , , , 
14226, XJ40-386669, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 1153, annealed at 250C., , , 5.083, , , , , , , , , , 
14227, XJ40-386670, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 1153, annealed at 250C., , , 5.017, , , , , , , , , , 
14228, XJ40-386671, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 1153, annealed at 250C., , , 5.116, , , , , , , , , , 
14229, XJ40-386672, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 1153, annealed at 250C., , , 5.135, , , , , , , , , , 
14230, XJ40-386673, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 1153, annealed at 250C., , , 5.135, , , , , , , , , , 
14231, XJ40-386674, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 1153, annealed at 250C., , , 5.166, , , , , , , , , , 
14232, XJ40-386686, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 3957, 845C 120h, , , , , , 352.6, *, 3152.0, 2543.0, 3152.0, 3421.0, , 
14233, XJ40-386687, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 3957, 845C 120h, , , , , , 279.6, *, 1512.0, 1106.0, 1512.0, 2182.0, , 
14234, XJ40-386688, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 3957, 845C 120h, , , , , , 279.6, *, 1360.0, 925.0, 1360.0, 1973.0, , 
14235, XJ40-386689, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 3957, 845C 120h, , , , , , 279.6, *, 1263.0, 826.0, 1263.0, 1752.0, , 
14236, GJ20-386728, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 9994, annealed at 300C for 2h., , , 2.561, , , 33.86, , , , , , , 
14237, GJ20-386729, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 9994, annealed at 300C for 2h., , , 2.661, , , 45.82, , , , , , , 
14238, GJ20-386730, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 9994, annealed at 300C for 2h., , , 2.726, , , 58.87, , , , , , , 
14239, GJ20-386731, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 9994, annealed at 300C for 2h., , , 2.823, , , 74.25, , , , , , , 
14240, GJ20-386732, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 9994, annealed at 300C for 2h., , , 2.858, , , 88.42, , , , , , , 
14241, GJ60-386738, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 011824, , , , 4.27, , , , , , , , , , 
14242, GJ60-386739, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 011824, , , , 4.18, , , , , , , , , , 
14243, GJ60-386740, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 011824, , , , 4.064, , , , , , , , , , 
14244, XJ40-386777, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 018426, sintered at 740C, 2.9986, , , , , , , , , , , , 
14245, XJ40-386788, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 019861, 900C 4h, 3.3041, , , , , , , , , , , , 
14246, CJ05-386790, J. Mater. Sci.: Materials in Electronics, 2018, v. 029  p. 020546, sintered at 850C for 15min., 2.42, , , , , , , , , , , , 
14247, GJ10-386796, Optical Materials, 2018, v. 079  p. 0021, annealed at 200C for 2h., , , 3.254, , , , , , , , , , 
14248, GJ10-386797, Optical Materials, 2018, v. 079  p. 0021, annealed at 200C for 2h., , , 3.274, , , , , , , , , , 
14249, GJ10-386798, Optical Materials, 2018, v. 079  p. 0021, annealed at 200C for 2h., , , 3.299, , , , , , , , , , 
14250, GJ10-386799, Optical Materials, 2018, v. 079  p. 0021, annealed at 200C for 2h., , , 3.349, , , , , , , , , , 
14251, GJ10-386800, Optical Materials, 2018, v. 079  p. 0021, annealed at 200C for 2h., , , 3.349, , , , , , , , , , 
14252, GJ10-386801, Optical Materials, 2018, v. 079  p. 0021, annealed at 200C for 2h., , , 3.374, , , , , , , , , , 
14253, GJ28-386819, Optical Materials, 2018, v. 080  p. 0154, annealed at 300C for 10h., , , 5.167, , , , , , , , , , 
14254, GJ28-386820, Optical Materials, 2018, v. 080  p. 0154, annealed at 300C for 10h., , , 5.195, , , , , , , , , , 
14255, GJ28-386821, Optical Materials, 2018, v. 080  p. 0154, annealed at 300C for 10h., , , 5.235, , , , , , , , , , 
14256, GJ28-386822, Optical Materials, 2018, v. 080  p. 0154, annealed at 300C for 10h., , , 5.26, , , , , , , , , , 
14257, GJ27-386823, Optical Materials, 2018, v. 080  p. 0216, annealed at 280C for 2h., , , 7.62, , , , , 4096.4, , 4096.4, , , 
14258, GJ27-386824, Optical Materials, 2018, v. 080  p. 0216, annealed at 280C for 2h., , , 7.89, , , , , 3978.8, , 3978.8, , , 
14259, GJ27-386825, Optical Materials, 2018, v. 080  p. 0216, annealed at 280C for 2h., , , 7.94, , , , , 4096.4, , 4096.4, , , 
14260, GJ27-386826, Optical Materials, 2018, v. 080  p. 0216, annealed at 280C for 2h., , , 8.05, , , , , 4116.0, , 4116.0, , , 
14261, GJ27-386835, Optical Materials, 2018, v. 082  p. 0110, , , , 5.4, , , , , , , , , , 
14262, GJ27-386836, Optical Materials, 2018, v. 082  p. 0110, , , , 5.4, , , , , , , , , , 
14263, GJ27-386837, Optical Materials, 2018, v. 082  p. 0110, , , , 5.4, , , , , , , , , , 
14264, GJ27-386838, Optical Materials, 2018, v. 082  p. 0110, , , , 5.4, , , , , , , , , , 
14265, GJ27-386839, Optical Materials, 2018, v. 082  p. 0110, , , , 5.4, , , , , , , , , , 
14266, GJ27-386840, Optical Materials, 2018, v. 082  p. 0110, , , , 5.4, , , , , , , , , , 
14267, GJ27-386841, Optical Materials, 2018, v. 082  p. 0110, , , , 5.4, , , , , , , , , , 
14268, GJ04-386842, Optical Materials, 2018, v. 082  p. 0147, annealed at 400C for 2h., , , 4.29, , , , , , , , , , 
14269, GJ35-386847, Optical Materials, 2018, v. 083  p. 0233, annealed at 580C for 6h., , , 4.951, , , , , , , , , , 
14270, GJ35-386848, Optical Materials, 2018, v. 083  p. 0233, annealed at 580C for 6h., , , 4.94, , , , , , , , , , 
14271, GJ35-386849, Optical Materials, 2018, v. 083  p. 0233, annealed at 580C for 6h., , , 4.883, , , , , , , , , , 
14272, GJ35-386850, Optical Materials, 2018, v. 083  p. 0233, annealed at 580C for 6h., , , 4.839, , , , , , , , , , 
14273, GJ28-386851, Optical Materials, 2018, v. 083  p. 0257, , , , 5.8547, , , , , , , , , , 
14274, GJ28-386852, Optical Materials, 2018, v. 083  p. 0257, , , , 5.7723, , , , , , , , , , 
14275, GJ28-386853, Optical Materials, 2018, v. 083  p. 0257, , , , 5.7171, , , , , , , , , , 
14276, GJ10-386871, Optical Materials, 2018, v. 084  p. 0268, annealed at 350C., , , 3.481, , , , , , , , , , 
14277, GJ10-386872, Optical Materials, 2018, v. 084  p. 0268, annealed at 350C., , , 3.538, , , , , , , , , , 
14278, GJ10-386873, Optical Materials, 2018, v. 084  p. 0268, annealed at 350C., , , 3.573, , , , , , , , , , 
14279, GJ10-386874, Optical Materials, 2018, v. 084  p. 0268, annealed at 350C., , , 3.601, , , , , , , , , , 
14280, GJ10-386875, Optical Materials, 2018, v. 084  p. 0268, annealed at 350C., , , 3.651, , , , , , , , , , 
14281, GJ10-386876, Optical Materials, 2018, v. 084  p. 0292, , , , 2.5581, , , , , , , , , , 
14282, GJ10-386877, Optical Materials, 2018, v. 084  p. 0292, , , , 2.3711, , , , , , , , , , 
14283, GJ10-386878, Optical Materials, 2018, v. 084  p. 0292, , , , 2.4486, , , , , , , , , , 
14284, GJ10-386879, Optical Materials, 2018, v. 084  p. 0292, , , , 2.4609, , , , , , , , , , 
14285, GJ10-386880, Optical Materials, 2018, v. 084  p. 0292, , , , 2.5, , , , , , , , , , 
14286, GJ10-386881, Optical Materials, 2018, v. 084  p. 0292, , , , 2.55, , , , , , , , , , 
14287, GJ10-386883, Optical Materials, 2018, v. 084  p. 0318, annealed at 350C for 1h., , , 2.78, , , , , , , , , , 
14288, GJ10-386884, Optical Materials, 2018, v. 084  p. 0318, annealed at 350C for 1h., , , 2.83, , , , , , , , , , 
14289, GJ10-386885, Optical Materials, 2018, v. 084  p. 0318, annealed at 350C for 1h., , , 2.85, , , , , , , , , , 
14290, GJ10-386886, Optical Materials, 2018, v. 084  p. 0318, annealed at 350C for 1h., , , 2.94, , , , , , , , , , 
14291, GJ10-386887, Optical Materials, 2018, v. 084  p. 0318, annealed at 350C for 1h., , , 3.03, , , , , , , , , , 
14292, GJ28-386888, Optical Materials, 2018, v. 084  p. 0375, annealed at 250C for 1h., , , 6.883, , , , , , , , , , 
14293, GJ28-386889, Optical Materials, 2018, v. 084  p. 0375, annealed at 250C for 1h., , , 6.888, , , , , , , , , , 
14294, GJ28-386890, Optical Materials, 2018, v. 084  p. 0375, annealed at 250C for 1h., , , 6.893, , , , , , , , , , 
14295, GJ28-386891, Optical Materials, 2018, v. 084  p. 0375, annealed at 250C for 1h., , , 6.896, , , , , , , , , , 
14296, GJ28-386892, Optical Materials, 2018, v. 084  p. 0375, annealed at 250C for 1h., , , 6.898, , , , , , , , , , 
14297, GJ10-386893, Optical Materials, 2018, v. 084  p. 0427, annealed at 550C for 8h., , , 3.71, , , , , , , , , , 
14298, GJ10-386894, Optical Materials, 2018, v. 084  p. 0427, annealed at 550C for 8h., , , 3.82, , , , , , , , , , 
14299, GJ10-386895, Optical Materials, 2018, v. 084  p. 0427, annealed at 550C for 8h., , , 3.88, , , , , , , , , , 
14300, GJ10-386896, Optical Materials, 2018, v. 084  p. 0427, annealed at 550C for 8h., , , 3.99, , , , , , , , , , 
14301, GJ10-386897, Optical Materials, 2018, v. 084  p. 0427, annealed at 550C for 8h., , , 4.19, , , , , , , , , , 
14302, GJ28-386910, Optical Materials, 2018, v. 085  p. 0048, annealed at 320C for 2h., , , 5.139, , , , , , , , , , 
14303, GJ28-386911, Optical Materials, 2018, v. 085  p. 0048, annealed at 320C for 2h., , , 5.1406, , , , , , , , , , 
14304, GJ28-386912, Optical Materials, 2018, v. 085  p. 0048, annealed at 320C for 2h., , , 5.2826, , , , , , , , , , 
14305, GJ28-386913, Optical Materials, 2018, v. 085  p. 0048, annealed at 320C for 2h., , , 5.2861, , , , , , , , , , 
14306, GJ28-386914, Optical Materials, 2018, v. 085  p. 0048, annealed at 320C for 2h., , , 5.3376, , , , , , , , , , 
14307, GJ28-386915, Optical Materials, 2018, v. 085  p. 0048, annealed at 320C for 2h., , , 5.3393, , , , , , , , , , 
14308, GJ10-386916, Optical Materials, 2018, v. 085  p. 0200, annealed at 200C for 2h., , , 3.25, , , , , , , , , , 
14309, GJ10-386917, Optical Materials, 2018, v. 085  p. 0200, annealed at 200C for 2h., , , 3.27, , , , , , , , , , 
14310, GJ10-386918, Optical Materials, 2018, v. 085  p. 0200, annealed at 200C for 2h., , , 3.29, , , , , , , , , , 
14311, GJ10-386919, Optical Materials, 2018, v. 085  p. 0200, annealed at 200C for 2h., , , 3.31, , , , , , , , , , 
14312, GJ10-386920, Optical Materials, 2018, v. 085  p. 0200, annealed at 200C for 2h., , , 3.33, , , , , , , , , , 
14313, GJ10-386921, Optical Materials, 2018, v. 085  p. 0200, annealed at 200C for 2h., , , 3.36, , , , , , , , , , 
14314, GJ10-386925, Optical Materials, 2018, v. 085  p. 0382, annealed at 500C for 1.5h., , , 3.94, , , , , , , , , , 
14315, GJ10-386926, Optical Materials, 2018, v. 085  p. 0382, annealed at 500C for 1.5h., , , 3.89, , , , , , , , , , 
14316, GJ10-386929, Optical Materials, 2018, v. 086  p. 0087, annealed at 350C., , , 3.72, , , , , , , , , , 
14317, GJ10-386930, Optical Materials, 2018, v. 086  p. 0087, annealed at 350C., , , 3.29, , , , , , , , , , 
14318, GJ10-386931, Optical Materials, 2018, v. 086  p. 0087, annealed at 350C., , , 3.48, , , , , , , , , , 
14319, GJ28-386934, Optical Materials, 2018, v. 086  p. 0178, annealed at 250C for 4h., , , 4.21, , , , , , , , , , 
14320, GJ04-386960, J. Non-Crystalline Solids, 2019, v. 503  p. 0052, annealed at 460C., , , 6.157, , , , , , , , , , 
14321, GJ27-386961, J. Non-Crystalline Solids, 2019, v. 503  p. 0052, annealed at 460C., , , 6.275, , , , , , , , , , 
14322, GJ27-386962, J. Non-Crystalline Solids, 2019, v. 503  p. 0052, annealed at 460C., , , 6.27, , , , , , , , , , 
14323, GJ27-386963, J. Non-Crystalline Solids, 2019, v. 503  p. 0052, annealed at 460C., , , 6.286, , , , , , , , , , 
14324, GJ27-386964, J. Non-Crystalline Solids, 2019, v. 503  p. 0052, annealed at 460C., , , 6.352, , , , , , , , , , 
14325, GJ27-386965, J. Non-Crystalline Solids, 2019, v. 503  p. 0052, annealed at 460C., , , 6.399, , , , , , , , , , 
