Search Condition
State,Glass
Composition
,Component Unit,mol%
Component,Main,,Component,,,,min,max
,Total of Main Components >=,0,%
Commercial Glass,
Glass System,All Oxide
Filler,
Crystal,
Substrate,
Shape,
Usage,
Property
,Property,,,,Unit,min,max
,Fracture Toughness,,,,Common,,
Structure
,Structure,Element,Unit,min,max
Data Source
,Data Source,Year,,Number,Cat No,Pat Co
Glass ID,,
Max Data,50000

List Condition
,Component Unit,mol%
,Property Unit,Common

No., Glass No., Data Source, Year, Data Source Number, SiO2, B2O3, Al2O3, MgO, CaO, BaO, Li2O, Na2O, K2O, Rb2O, Ag2O, Cs2O, MnO, CoO, CuO, ZnO, SrO, PbO, SnO, Cr2O3, Fe2O3, Ga2O3, As2O3, Y2O3, Sb2O3, La2O3, Nd2O3, Gd2O3, Bi2O3, TiO2, MnO2, GeO2, ZrO2, CeO2, SnO2, TeO2, P2O5, Nb2O5, Ta2O5, HfO2, Nb2O3, SO3, WO3, H2O, Sm2O3, Eu2O3, Tb2O3, Er2O3, Yb2O3, Pr2O3, R2O, RO, R2O3, LiF, NaF, KF, MgF2, CaF2, SrF2, BaF2, ZnF2, AlF3, KHF2, BaCl2, Li, B, N, O, F, Na, Mg, Al, Si, P, Cl, K, Ca, Ti, V, Cr, Mn, Fe, Cu, Zn, As, Sr, Y, Sb, Ba, Ce, Nd, Er, Yb, Pt, Pb, Bi, Sr(PO3)2, Ca3(PO4)2, NaPO3, Zn(PO3)2, CaAl2Si2O8, AlN, SiC, Si3N4, Organic Compound, 2MgO-2Al2O3-5SiO2, Others, Fracture Toughness ( MPa.m1/2 )
1868, GP02-342495, Japanese Patent    Corning Inc. (US), 2015, AW031427, 55.04, , 15.0, 0.36, 3.63, , , 14.54, 0.45, , , , , , , , , , , , , , , , , , , , , 3.63, , , , , 0.07, , 7.28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.737
1869, GJ35-343289, J. American Ceramic Soc., 2022, v. 105  p. 0977, , , , , , , 5.0, , , , , , , , , , , , , , , , , , , , , , , , , 95.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.81
1870, GJ35-343290, J. American Ceramic Soc., 2022, v. 105  p. 0977, , , , , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , 90.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.85
1871, GJ35-343291, J. American Ceramic Soc., 2022, v. 105  p. 0977, , , , , , , 15.0, , , , , , , , , , , , , , , , , , , , , , , , , 85.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
1872, GJ35-343292, J. American Ceramic Soc., 2022, v. 105  p. 0977, , , , , , , 20.0, , , , , , , , , , , , , , , , , , , , , , , , , 80.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.84
1873, GJ35-343293, J. American Ceramic Soc., 2022, v. 105  p. 0977, , , , , , , 25.0, , , , , , , , , , , , , , , , , , , , , , , , , 75.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.75
1874, GP03-343409, US Patent    Corning Inc. (US), 2019, A0084869, 44.85, 7.98, , 31.33, , , 7.96, , , , , , , , , , , , , , , , , , , 7.89, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.81
1875, GP06-343410, US Patent    Corning Inc. (US), 2019, A0084869, 58.5, , 20.53, 5.11, , , 5.24, , , , , , , , , , , , , , , , , , , 5.25, , , , , , , , , , , 5.37, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.85
1876, GP06-343411, US Patent    Corning Inc. (US), 2019, A0084869, 54.69, , 25.43, 5.89, , , 6.67, , , , , , , , , , , , , , , , , , , 7.32, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.95
1877, GP03-343412, US Patent    Corning Inc. (US), 2019, A0084869, 44.59, , 10.02, 28.85, , , 8.07, , , , , , , , , , , , , , , , , , , 8.47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.844
1878, GP03-343413, US Patent    Corning Inc. (US), 2019, A0084869, 44.3, , 14.0, 25.22, , , 7.91, , , , , , , , , , , , , , , , , , , 8.57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.864
1879, GP03-343414, US Patent    Corning Inc. (US), 2019, A0084869, 44.39, , 8.01, 28.94, , , 10.07, , , , , , , , , , , , , , , , , , , 8.59, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.837
1880, GP03-343415, US Patent    Corning Inc. (US), 2019, A0084869, 44.06, , 8.89, 29.33, , , 8.1, , , , , , , , , , , , , , , , , , , 9.62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.851
1881, GP03-343416, US Patent    Corning Inc. (US), 2019, A0084869, 44.51, , 9.97, 27.49, , , 7.86, , , , , , , , , , , , , , , , , , , 10.18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
1882, GP03-343417, US Patent    Corning Inc. (US), 2019, A0084869, 44.12, , 9.0, 29.13, , , 9.21, , , , , , , , , , , , , , , , , , , 8.54, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.855
1883, GP03-343418, US Patent    Corning Inc. (US), 2019, A0084869, 44.17, , 11.0, 25.28, , , 11.05, , , , , , , , , , , , , , , , , , , 8.51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.836
1884, GP03-343419, US Patent    Corning Inc. (US), 2019, A0084869, 44.31, , 9.0, 28.2, , , 8.88, , , , , , , , , , , , , , , , , , , 9.62, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.839
1885, GP03-343420, US Patent    Corning Inc. (US), 2019, A0084869, 44.88, , 15.98, 23.04, , , 8.02, , , , , , , , , , , , , , , , , , , 8.08, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.898
1886, GP06-343421, US Patent    Corning Inc. (US), 2019, A0084869, 44.38, , 19.88, 19.79, , , 7.98, , , , , , , , , , , , , , , , , , , 7.98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.961
1887, GP06-343422, US Patent    Corning Inc. (US), 2019, A0084869, 44.18, , 21.85, 18.0, , , 7.88, , , , , , , , , , , , , , , , , , , 8.09, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.893
1888, GP06-343423, US Patent    Corning Inc. (US), 2019, A0084869, 44.49, , 26.04, 13.46, , , 7.89, , , , , , , , , , , , , , , , , , , 8.12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.933
1889, GP06-343424, US Patent    Corning Inc. (US), 2019, A0084869, 44.32, , 30.2, 9.66, , , 7.7, , , , , , , , , , , , , , , , , , , 8.12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.929
1890, GP06-343425, US Patent    Corning Inc. (US), 2019, A0084869, 44.15, , 32.32, 7.61, , , 7.93, , , , , , , , , , , , , , , , , , , 8.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.913
1891, GP06-343426, US Patent    Corning Inc. (US), 2019, A0084869, 44.16, , 33.94, 5.92, , , 7.98, , , , , , , , , , , , , , , , , , , 8.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.947
1892, GP06-343427, US Patent    Corning Inc. (US), 2019, A0084869, 44.47, , 37.58, 1.91, , , 7.96, , , , , , , , , , , , , , , , , , , 8.08, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.965
1893, GP03-343428, US Patent    Corning Inc. (US), 2019, A0084869, 44.19, , 10.91, 26.79, , , 9.02, , , , , , , , , , , , , , , , , , , 9.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.846
1894, GP06-343429, US Patent    Corning Inc. (US), 2019, A0084869, 54.91, , 18.31, 0.037, , , 13.26, , , , , , , , , , , , , , , , , , , 13.49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.805
1895, GP06-343430, US Patent    Corning Inc. (US), 2019, A0084869, 44.25, , 20.82, 6.87, , , 13.7, , , , , , , , , , , , , , , , , , , 14.36, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.837
1896, GP03-343594, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 38.0, , 16.0, 34.5, , , , 6.0, , , , , , , , , , , , , , , , 2.0, , , , , , 3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.98
1897, GP03-343595, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 38.0, 3.5, 12.5, 34.5, , , , 6.0, , , , , , , , , , , , , , , , 2.0, , , , , , 3.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.94
1898, GP03-343596, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 38.0, 7.0, 12.5, 34.5, , , , 6.0, , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.89
1899, GP03-343597, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 38.0, 9.0, 12.5, 34.5, , , , 6.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.89
1900, GP03-343598, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 60.0, , 20.0, 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.0
1901, GP06-343599, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 54.0, 1.0, 25.0, 20.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.94
1902, GP03-343600, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 54.0, 1.0, 20.0, 25.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.93
1903, GP06-343601, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 51.0, 6.0, 23.0, 18.0, , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.92
1904, GP06-343602, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 51.0, 4.0, 21.0, 21.0, , , 2.0, 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.92
1905, GP03-343603, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 51.0, , 19.0, 23.0, , , 2.0, 5.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.91
1906, GP06-343604, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 50.5, 3.7, 22.9, 18.3, , , 1.8, 2.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.91
1907, GP03-343605, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 38.0, , 12.5, 34.5, , , , , , , , , , , , , , , , , , , , 2.0, , , , , , 10.0, , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.1
1908, GP06-343606, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 39.0, , 33.0, 13.0, , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 14.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.9
1909, GP06-343607, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 53.0, , 31.0, 12.0, , , 1.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 3.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.0
1910, GP06-343608, Japanese Patent    Nippon Electric Glass (J), 2019, A116417, 71.6, , 14.3, 1.1, , 0.5, 8.1, 0.5, 0.2, , , , , , , , , , , , , , , , , , , , , 1.7, , , 1.2, , 0.1, , 0.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.9
1911, GP02-344414, Japanese Patent    AGC (J), 2019, A147739, 68.0, , 10.0, 4.0, , , , 12.0, 6.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.69
1912, GP03-344415, Japanese Patent    AGC (J), 2019, A147739, 68.0, , 10.0, 14.0, , , , 8.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.84
1913, GP06-344416, Japanese Patent    AGC (J), 2019, A147739, 60.0, , 20.0, 10.0, , , , 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.89
1914, GP06-344417, Japanese Patent    AGC (J), 2019, A147739, 60.0, , 20.0, , , , 10.0, 10.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.84
1915, GP02-344420, Japanese Patent    AGC (J), 2019, A147739, 62.0, 4.0, 12.0, 4.0, , , 16.0, , , , , , , , , , , , , , , , , , , , , , , , , , 2.0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
1916, GP06-344537, US Patent    Corning Inc. (US), 2019, A300422, 63.89, , 18.94, 0.03, 0.03, , 12.74, 4.34, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , 0.02, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.788
1917, GP06-344538, US Patent    Corning Inc. (US), 2019, A300422, 63.14, 5.3, 15.92, 2.44, 1.51, , 8.78, 2.85, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.829
1918, GP06-344539, US Patent    Corning Inc. (US), 2019, A300422, 64.02, , 19.24, 0.03, 0.03, , 9.84, 6.79, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , 0.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.794
1919, GP06-344540, US Patent    Corning Inc. (US), 2019, A300422, 64.63, , 18.58, 5.87, 0.04, , 9.91, 0.93, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.863
1920, GP06-344541, US Patent    Corning Inc. (US), 2019, A300422, 61.71, 5.44, 16.51, 2.53, 1.54, , 9.34, 2.87, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.798
1921, GP06-344542, US Patent    Corning Inc. (US), 2019, A300422, 58.51, 5.41, 18.18, 2.63, 1.56, , 10.78, 2.87, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.785
1922, GP06-344543, US Patent    Corning Inc. (US), 2019, A300422, 56.99, 5.35, 18.93, 2.53, 1.53, , 11.75, 2.85, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , 0.06, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.817
1923, GP06-344544, US Patent    Corning Inc. (US), 2019, A300422, 50.32, 1.98, 23.97, 5.84, 0.05, , 15.93, 1.86, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.15
1924, GP06-344545, US Patent    Corning Inc. (US), 2019, A300422, 50.33, 2.02, 23.97, 11.65, 0.06, , 10.06, 1.86, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.01
1925, GP06-344546, US Patent    Corning Inc. (US), 2019, A300422, 57.97, 1.99, 20.16, 5.92, 0.05, , 11.99, 1.88, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.99
1926, GP06-344547, US Patent    Corning Inc. (US), 2019, A300422, 61.94, 2.0, 18.1, 5.9, 0.05, , 10.08, 1.89, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.98
1927, GP06-344548, US Patent    Corning Inc. (US), 2019, A300422, 54.22, 3.91, 21.96, 5.89, 0.05, , 11.96, 1.97, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.99
1928, GP06-344549, US Patent    Corning Inc. (US), 2019, A300422, 57.67, 3.97, 20.32, 6.05, 0.05, , 9.95, 1.95, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , 0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 1.03
1929, GP06-344550, US Patent    Corning Inc. (US), 2019, A300422, 66.17, 3.91, 15.93, 1.97, 0.04, , 10.11, 1.86, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.828
1930, GP06-344551, US Patent    Corning Inc. (US), 2019, A300422, 54.26, 5.87, 20.08, 5.89, 0.05, , 11.99, 1.85, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.828
1931, GP06-344552, US Patent    Corning Inc. (US), 2019, A300422, 58.35, 5.82, 18.1, 5.88, 0.04, , 9.95, 1.85, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.844
1932, GP06-344553, US Patent    Corning Inc. (US), 2019, A300422, 62.58, 5.72, 16.0, 3.89, 0.04, , 9.91, 1.85, 0.01, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.786
1933, GP06-344556, US Patent    Corning Inc. (US), 2019, A300422, 55.72, 7.97, 18.67, 3.93, 0.04, , 11.71, 1.91, , , , , , , , , , , , , , , , , , , , , , , , , , , 0.05, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.816
1934, GJ07-344836, J. Non-Crystalline Solids, 2021, a. 121082, 44.61, 8.87, 5.11, , , 9.6, , , , , , , , , , 17.63, , , , , , , , , , 14.17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.82
1935, GJ07-344838, J. Non-Crystalline Solids, 2021, a. 121082, 45.69, 9.55, 5.1, , , 9.03, , , , , , , , , , 15.12, , , , , , , , , , 15.52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.87
1936, GJ05-344840, J. Non-Crystalline Solids, 2021, a. 121082, 48.18, 12.61, 5.62, , , 8.79, , , , , , , , , , 9.82, , , , , , , , , , 14.98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.85
1937, GJ05-344842, J. Non-Crystalline Solids, 2021, a. 121082, 47.99, 14.3, 4.78, , , 10.05, , , , , , , , , , 8.56, , , , , , , , , , 14.33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 0.88
